res_type,atom_name,mu,sigma
HSP,HCG,0.2011,0.2011
HIS,ND1,0.824,0.824
HIS,HND1,0.824,0.824
HSD,ND1,0.824,0.824
HSP,ND1,0.824,0.824
HSD,HND1,0.824,0.824
HSP,HND1,0.824,0.824
HIS,NE2,0.5319,0.5319
HIS,HNE2,0.5319,0.5319
HSD,NE2,0.5319,0.5319
HSP,NE2,0.5319,0.5319
HSD,HNE2,0.5319,0.5319
HSP,HNE2,0.5319,0.5319
ILE,CB,0.0391,0.0391
ILE,HCB,0.0391,0.0391
ILE,CD1,1.1102,1.1102
ILE,HCD1,1.1102,1.1102
ILE,CG1,0.1788,0.1788
ILE,HCG1,0.1788,0.1788
ILE,CG2,0.1697,0.1697
ILE,HCG2,0.1697,0.1697
LYS,CB,0.0557,0.0557
LYS,HCB,0.0557,0.0557
LYS,CD,0.3346,0.3346
LYS,HCD,0.3346,0.3346
LYS,CE,0.6486,0.6486
LYS,HCE,0.6486,0.6486
LYS,CG,0.2303,0.2303
LYS,HCG,0.2303,0.2303
LYS,NZ,1.0104,1.0104
LYS,HNZ,1.0104,1.0104
LEU,CB,0.0571,0.0571
LEU,HCB,0.0571,0.0571
LEU,CD1,0.2937,0.2937
LEU,HCD1,0.2937,0.2937
LEU,CD2,0.3233,0.3233
LEU,HCD2,0.3233,0.3233
LEU,CG,0.1651,0.1651
LEU,HCG,0.1651,0.1651
MET,CB,0.0562,0.0562
MET,HCB,0.0562,0.0562
MET,CE,1.1759,1.1759
MET,HCE,1.1759,1.1759
MET,CG,0.264,0.264
MET,HCG,0.264,0.264
MET,SD,0.4566,0.4566
MET,HSD,0.4566,0.4566
ASN,CB,0.0561,0.0561
ASN,HCB,0.0561,0.0561
ASN,CG,0.1936,0.1936
ASN,HCG,0.1936,0.1936
ASN,ND2,0.8036,0.8036
ASN,HND2,0.8036,0.8036
ASN,OD1,0.728,0.728
ASN,HOD1,0.728,0.728
PRO,CB,0.1186,0.1186
PRO,HCB,0.1186,0.1186
PRO,CD,0.2444,0.2444
PRO,HCD,0.2444,0.2444
PRO,CG,0.2228,0.2228
PRO,HCG,0.2228,0.2228
GLN,CB,0.054,0.054
GLN,HCB,0.054,0.054
GLN,CD,0.3084,0.3084
GLN,HCD,0.3084,0.3084
GLN,CG,0.2255,0.2255
GLN,HCG,0.2255,0.2255
GLN,NE2,0.827,0.827
GLN,HNE2,0.827,0.827
GLN,OE1,0.7755,0.7755
GLN,HOE1,0.7755,0.7755
ARG,CB,0.0592,0.0592
ARG,HCB,0.0592,0.0592
ARG,CD,0.4813,0.4813
ARG,HCD,0.4813,0.4813
ARG,CG,0.2724,0.2724
ARG,HCG,0.2724,0.2724
ARG,CZ,0.7275,0.7275
ARG,HCZ,0.7275,0.7275
ARG,NE,0.6075,0.6075
ARG,HNE,0.6075,0.6075
ARG,NH1,1.0886,1.0886
ARG,HNH1,1.0886,1.0886
ARG,NH2,0.903,0.903
ARG,HNH2,0.903,0.903
SER,CB,0.0667,0.0667
SER,HCB,0.0667,0.0667
SER,OG,1.1818,1.1818
SER,HOG,1.1818,1.1818
THR,CB,0.0574,0.0574
THR,HCB,0.0574,0.0574
THR,CG2,0.5742,0.5742
THR,HCG2,0.5742,0.5742
THR,OG1,0.5949,0.5949
THR,HOG1,0.5949,0.5949
VAL,CB,0.0404,0.0404
VAL,HCB,0.0404,0.0404
VAL,CG1,1.0482,1.0482
VAL,HCG1,1.0482,1.0482
VAL,CG2,1.0718,1.0718
VAL,HCG2,1.0718,1.0718
TRP,CB,0.0564,0.0564
TRP,HCB,0.0564,0.0564
TRP,CD1,0.3666,0.3666
TRP,HCD1,0.3666,0.3666
TRP,CD2,0.385,0.385
TRP,HCD2,0.385,0.385
TRP,CE2,0.4627,0.4627
TRP,HCE2,0.4627,0.4627
TRP,CE3,0.6161,0.6161
TRP,HCE3,0.6161,0.6161
TRP,CG,0.1833,0.1833
TRP,HCG,0.1833,0.1833
TRP,CH2,0.8573,0.8573
TRP,HCH2,0.8573,0.8573
TRP,CZ2,0.6706,0.6706
TRP,HCZ2,0.6706,0.6706
TRP,CZ3,0.8533,0.8533
TRP,HCZ3,0.8533,0.8533
TRP,NE1,0.4525,0.4525
TRP,HNE1,0.4525,0.4525
TYR,CB,0.0572,0.0572
TYR,HCB,0.0572,0.0572
TYR,CD1,0.3876,0.3876
TYR,HCD1,0.3876,0.3876
TYR,CD2,0.4057,0.4057
TYR,HCD2,0.4057,0.4057
TYR,CE1,0.5044,0.5044
TYR,HCE1,0.5044,0.5044
TYR,CE2,0.5457,0.5457
TYR,HCE2,0.5457,0.5457
TYR,CG,0.1763,0.1763
TYR,HCG,0.1763,0.1763
TYR,CZ,0.5086,0.5086
TYR,HCZ,0.5086,0.5086
TYR,OH,0.6835,0.6835
TYR,HOH,0.6835,0.6835
ALA,CB,0.0589,0.0589
ALA,HCB,0.0589,0.0589
